t,i,j,C1,C2
17464.0,660,681,PC,PC
17464.0,1170,1672,MP*1,MP*1
17465.0,1492,1613,MP*1,MP*1
17465.0,1181,1622,MP*1,MP*1
17465.0,683,698,PC,PC
17465.0,636,660,PC,PC
17465.0,660,681,PC,PC
17466.0,1181,1622,MP*1,MP*1
17466.0,1170,1672,MP*1,MP*1
17466.0,683,698,PC,PC
17466.0,636,660,PC,PC
17466.0,660,681,PC,PC
17467.0,683,698,PC,PC
17467.0,636,660,PC,PC
17467.0,660,681,PC,PC
17467.0,1190,1686,MP*1,MP*1
17467.0,827,834,PSI*,PSI*
17468.0,1492,1613,MP*1,MP*1
17468.0,600,613,PC,PC
17468.0,1181,1622,MP*1,MP*1
17468.0,683,698,PC,PC
17468.0,636,660,PC,PC
17468.0,660,681,PC,PC
17468.0,1190,1686,MP*1,MP*1
17469.0,1492,1613,MP*1,MP*1
17469.0,1181,1622,MP*1,MP*1
17469.0,683,698,PC,PC
17469.0,636,660,PC,PC
17469.0,660,681,PC,PC
17470.0,1492,1613,MP*1,MP*1
17470.0,600,613,PC,PC
17470.0,888,890,PC*,PC*
17470.0,683,698,PC,PC
17470.0,636,660,PC,PC
17470.0,660,681,PC,PC
17470.0,827,834,PSI*,PSI*
17471.0,1492,1613,MP*1,MP*1
17471.0,1181,1622,MP*1,MP*1
17471.0,683,698,PC,PC
17471.0,636,660,PC,PC
17471.0,660,681,PC,PC
17471.0,827,834,PSI*,PSI*
17472.0,600,613,PC,PC
17472.0,1181,1622,MP*1,MP*1
17472.0,683,698,PC,PC
17472.0,636,660,PC,PC
17472.0,660,681,PC,PC
17472.0,1170,1672,MP*1,MP*1
17473.0,683,698,PC,PC
17473.0,636,660,PC,PC
17473.0,660,681,PC,PC
17473.0,827,834,PSI*,PSI*
17474.0,1144,1662,MP*1,MP*1
17474.0,831,869,PSI*,PSI*
17474.0,1181,1622,MP*1,MP*1
17474.0,683,698,PC,PC
17474.0,636,660,PC,PC
17474.0,660,681,PC,PC
17474.0,1170,1672,MP*1,MP*1
17474.0,827,834,PSI*,PSI*
17475.0,609,661,PC,PC
17475.0,600,613,PC,PC
17475.0,1181,1622,MP*1,MP*1
17475.0,683,698,PC,PC
17475.0,636,660,PC,PC
17475.0,660,681,PC,PC
17475.0,827,834,PSI*,PSI*
17476.0,1181,1622,MP*1,MP*1
17476.0,600,613,PC,PC
17476.0,683,698,PC,PC
17476.0,636,660,PC,PC
17476.0,660,681,PC,PC
17477.0,600,613,PC,PC
17477.0,682,690,PC,PC
17477.0,1181,1622,MP*1,MP*1
17477.0,683,698,PC,PC
17477.0,636,660,PC,PC
17477.0,660,681,PC,PC
17478.0,1181,1622,MP*1,MP*1
17478.0,609,661,PC,PC
17478.0,683,698,PC,PC
17478.0,636,660,PC,PC
17478.0,600,613,PC,PC
17479.0,1181,1622,MP*1,MP*1
17479.0,683,698,PC,PC
17479.0,600,613,PC,PC
17480.0,1181,1622,MP*1,MP*1
17480.0,683,698,PC,PC
17480.0,682,690,PC,PC
17481.0,1181,1622,MP*1,MP*1
17481.0,827,834,PSI*,PSI*
17481.0,683,698,PC,PC
17482.0,1181,1622,MP*1,MP*1
17482.0,683,698,PC,PC
17482.0,660,681,PC,PC
17482.0,827,834,PSI*,PSI*
17483.0,1492,1613,MP*1,MP*1
17483.0,1181,1622,MP*1,MP*1
17483.0,683,698,PC,PC
17483.0,660,681,PC,PC
17483.0,827,834,PSI*,PSI*
17484.0,1492,1613,MP*1,MP*1
17484.0,1181,1622,MP*1,MP*1
17484.0,683,698,PC,PC
17484.0,660,681,PC,PC
17484.0,1170,1672,MP*1,MP*1
17484.0,827,834,PSI*,PSI*
17485.0,1492,1613,MP*1,MP*1
17485.0,1181,1622,MP*1,MP*1
17485.0,683,698,PC,PC
17485.0,636,660,PC,PC
17485.0,660,681,PC,PC
17485.0,1170,1672,MP*1,MP*1
17485.0,827,834,PSI*,PSI*
17486.0,1492,1613,MP*1,MP*1
17486.0,1181,1622,MP*1,MP*1
17486.0,683,698,PC,PC
17486.0,636,660,PC,PC
17486.0,660,681,PC,PC
17486.0,1170,1672,MP*1,MP*1
17487.0,1492,1613,MP*1,MP*1
17487.0,1181,1622,MP*1,MP*1
17487.0,683,698,PC,PC
17487.0,636,660,PC,PC
17487.0,660,681,PC,PC
17487.0,827,834,PSI*,PSI*
17488.0,1181,1622,MP*1,MP*1
17488.0,683,698,PC,PC
17488.0,660,681,PC,PC
17488.0,827,834,PSI*,PSI*
17489.0,1181,1622,MP*1,MP*1
17489.0,683,698,PC,PC
17490.0,1492,1613,MP*1,MP*1
17490.0,1181,1622,MP*1,MP*1
17490.0,683,698,PC,PC
17490.0,660,681,PC,PC
17490.0,827,834,PSI*,PSI*
17491.0,1181,1622,MP*1,MP*1
17491.0,683,698,PC,PC
17491.0,660,681,PC,PC
17491.0,827,834,PSI*,PSI*
17491.0,860,864,PSI*,PSI*
17492.0,1492,1613,MP*1,MP*1
17492.0,1181,1622,MP*1,MP*1
17492.0,683,698,PC,PC
17492.0,636,660,PC,PC
17492.0,660,681,PC,PC
17492.0,1170,1672,MP*1,MP*1
17493.0,1181,1622,MP*1,MP*1
17493.0,683,698,PC,PC
17493.0,636,660,PC,PC
17493.0,660,681,PC,PC
17493.0,1613,1672,MP*1,MP*1
17493.0,827,834,PSI*,PSI*
17494.0,1181,1622,MP*1,MP*1
17494.0,683,698,PC,PC
17494.0,660,681,PC,PC
17494.0,827,834,PSI*,PSI*
17495.0,1181,1622,MP*1,MP*1
17495.0,860,863,PSI*,PSI*
17495.0,660,681,PC,PC
17495.0,683,698,PC,PC
17496.0,1181,1622,MP*1,MP*1
17496.0,860,863,PSI*,PSI*
17496.0,636,660,PC,PC
17496.0,660,681,PC,PC
17496.0,683,698,PC,PC
17497.0,1181,1622,MP*1,MP*1
17497.0,683,698,PC,PC
17498.0,1181,1622,MP*1,MP*1
17498.0,683,698,PC,PC
17498.0,827,834,PSI*,PSI*
17499.0,1181,1622,MP*1,MP*1
17499.0,683,698,PC,PC
17499.0,1190,1686,MP*1,MP*1
17500.0,860,863,PSI*,PSI*
17500.0,1649,1651,MP*1,MP*1
17500.0,1181,1622,MP*1,MP*1
17500.0,683,698,PC,PC
17500.0,660,681,PC,PC
17500.0,1190,1686,MP*1,MP*1
17501.0,860,863,PSI*,PSI*
17501.0,636,681,PC,PC
17501.0,1181,1622,MP*1,MP*1
17501.0,683,698,PC,PC
17501.0,660,681,PC,PC
17501.0,1190,1686,MP*1,MP*1
17502.0,860,863,PSI*,PSI*
17502.0,1181,1622,MP*1,MP*1
17502.0,683,698,PC,PC
17502.0,636,660,PC,PC
17502.0,660,681,PC,PC
17502.0,1190,1686,MP*1,MP*1
17503.0,1649,1651,MP*1,MP*1
17503.0,1181,1622,MP*1,MP*1
17503.0,683,698,PC,PC
17503.0,636,660,PC,PC
17503.0,827,834,PSI*,PSI*
17504.0,1181,1622,MP*1,MP*1
17504.0,636,660,PC,PC
17504.0,683,698,PC,PC
17504.0,1649,1651,MP*1,MP*1
17505.0,1181,1622,MP*1,MP*1
17505.0,683,698,PC,PC
17505.0,1649,1651,MP*1,MP*1
17505.0,660,681,PC,PC
17505.0,1190,1686,MP*1,MP*1
17506.0,1108,1601,MP*1,MP*1
17506.0,1181,1622,MP*1,MP*1
17506.0,683,698,PC,PC
17506.0,636,660,PC,PC
17506.0,660,681,PC,PC
17506.0,1190,1686,MP*1,MP*1
17507.0,831,869,PSI*,PSI*
17507.0,1108,1601,MP*1,MP*1
17507.0,1181,1622,MP*1,MP*1
17507.0,683,698,PC,PC
17507.0,1190,1686,MP*1,MP*1
17507.0,1170,1672,MP*1,MP*1
17507.0,827,834,PSI*,PSI*
17508.0,860,863,PSI*,PSI*
17508.0,831,869,PSI*,PSI*
17508.0,1108,1601,MP*1,MP*1
17508.0,1181,1622,MP*1,MP*1
17508.0,683,698,PC,PC
17508.0,1190,1686,MP*1,MP*1
17508.0,1170,1672,MP*1,MP*1
17509.0,1649,1651,MP*1,MP*1
17509.0,1108,1601,MP*1,MP*1
17509.0,1181,1622,MP*1,MP*1
17509.0,683,698,PC,PC
17509.0,636,660,PC,PC
17509.0,1613,1672,MP*1,MP*1
17509.0,827,834,PSI*,PSI*
17510.0,1181,1622,MP*1,MP*1
17510.0,860,863,PSI*,PSI*
17510.0,831,869,PSI*,PSI*
17510.0,838,841,PSI*,PSI*
17510.0,826,841,PSI*,PSI*
17510.0,648,681,PC,PC
17510.0,683,698,PC,PC
17510.0,660,681,PC,PC
17510.0,1613,1672,MP*1,MP*1
17511.0,1181,1622,MP*1,MP*1
17511.0,860,863,PSI*,PSI*
17511.0,648,681,PC,PC
17511.0,683,698,PC,PC
17511.0,660,681,PC,PC
17511.0,1613,1672,MP*1,MP*1
17511.0,1190,1686,MP*1,MP*1
17512.0,860,863,PSI*,PSI*
17512.0,831,869,PSI*,PSI*
17512.0,1181,1622,MP*1,MP*1
17512.0,683,698,PC,PC
17512.0,636,660,PC,PC
17512.0,827,834,PSI*,PSI*
17513.0,1181,1622,MP*1,MP*1
17513.0,636,660,PC,PC
17513.0,683,698,PC,PC
17513.0,831,869,PSI*,PSI*
17514.0,1667,1856,MP*1,MP*1
17514.0,831,869,PSI*,PSI*
17514.0,1181,1622,MP*1,MP*1
17514.0,683,698,PC,PC
17514.0,636,660,PC,PC
17514.0,660,681,PC,PC
17515.0,1667,1856,MP*1,MP*1
17515.0,831,869,PSI*,PSI*
17515.0,600,613,PC,PC
17515.0,1181,1622,MP*1,MP*1
17515.0,683,698,PC,PC
17515.0,660,681,PC,PC
17515.0,1613,1672,MP*1,MP*1
17515.0,827,834,PSI*,PSI*
17515.0,867,868,PSI*,PSI*
17516.0,1667,1856,MP*1,MP*1
17516.0,831,869,PSI*,PSI*
17516.0,600,613,PC,PC
17516.0,1181,1622,MP*1,MP*1
17516.0,683,698,PC,PC
17516.0,636,660,PC,PC
17516.0,1613,1672,MP*1,MP*1
17516.0,827,834,PSI*,PSI*
17517.0,1667,1856,MP*1,MP*1
17517.0,1181,1622,MP*1,MP*1
17517.0,683,698,PC,PC
17517.0,636,660,PC,PC
17517.0,600,613,PC,PC
17518.0,1667,1856,MP*1,MP*1
17518.0,600,613,PC,PC
17518.0,1181,1622,MP*1,MP*1
17518.0,683,698,PC,PC
17518.0,636,660,PC,PC
17518.0,660,681,PC,PC
17519.0,648,681,PC,PC
17519.0,1667,1856,MP*1,MP*1
17519.0,831,869,PSI*,PSI*
17519.0,1181,1622,MP*1,MP*1
17519.0,683,698,PC,PC
17519.0,660,681,PC,PC
17520.0,1181,1622,MP*1,MP*1
17520.0,683,698,PC,PC
17520.0,831,869,PSI*,PSI*
17520.0,660,681,PC,PC
17521.0,1181,1622,MP*1,MP*1
17521.0,683,698,PC,PC
17521.0,636,660,PC,PC
17521.0,660,681,PC,PC
17521.0,1190,1686,MP*1,MP*1
17522.0,1181,1622,MP*1,MP*1
17522.0,600,613,PC,PC
17522.0,683,698,PC,PC
17522.0,1649,1651,MP*1,MP*1
17522.0,660,681,PC,PC
17523.0,1181,1622,MP*1,MP*1
17523.0,600,613,PC,PC
17523.0,683,698,PC,PC
17523.0,660,681,PC,PC
17523.0,1170,1672,MP*1,MP*1
17524.0,1181,1622,MP*1,MP*1
17524.0,600,613,PC,PC
17524.0,683,698,PC,PC
17524.0,1649,1651,MP*1,MP*1
17524.0,660,681,PC,PC
17525.0,1181,1622,MP*1,MP*1
17525.0,600,613,PC,PC
17525.0,683,698,PC,PC
17525.0,660,681,PC,PC
17526.0,1181,1622,MP*1,MP*1
17526.0,600,613,PC,PC
17526.0,683,698,PC,PC
17526.0,660,681,PC,PC
17527.0,1181,1622,MP*1,MP*1
17527.0,600,613,PC,PC
17527.0,683,698,PC,PC
17527.0,636,660,PC,PC
17527.0,660,681,PC,PC
17528.0,1181,1622,MP*1,MP*1
17528.0,600,613,PC,PC
17528.0,683,698,PC,PC
17528.0,636,660,PC,PC
17528.0,660,681,PC,PC
17529.0,600,613,PC,PC
17529.0,683,698,PC,PC
17529.0,636,660,PC,PC
17529.0,660,681,PC,PC
17530.0,628,644,PC,PC
17530.0,636,660,PC,PC
17530.0,683,698,PC,PC
17530.0,831,869,PSI*,PSI*
17530.0,600,613,PC,PC
17531.0,609,661,PC,PC
17531.0,600,613,PC,PC
17531.0,683,698,PC,PC
17531.0,636,660,PC,PC
17531.0,660,681,PC,PC
17531.0,1190,1686,MP*1,MP*1
17531.0,1170,1672,MP*1,MP*1
17531.0,628,644,PC,PC
17532.0,660,681,PC,PC
17532.0,683,698,PC,PC
17532.0,831,869,PSI*,PSI*
17532.0,600,613,PC,PC
17532.0,1613,1672,MP*1,MP*1
17533.0,831,869,PSI*,PSI*
17533.0,600,613,PC,PC
17533.0,683,698,PC,PC
17533.0,1613,1672,MP*1,MP*1
17533.0,1190,1686,MP*1,MP*1
17533.0,1170,1672,MP*1,MP*1
17534.0,1170,1672,MP*1,MP*1
17534.0,683,698,PC,PC
17534.0,636,660,PC,PC
17534.0,832,834,PSI*,PSI*
17535.0,1649,1651,MP*1,MP*1
17535.0,888,890,PC*,PC*
17535.0,683,698,PC,PC
17535.0,636,660,PC,PC
17535.0,660,681,PC,PC
17535.0,1170,1672,MP*1,MP*1
17536.0,838,841,PSI*,PSI*
17536.0,1649,1651,MP*1,MP*1
17536.0,683,698,PC,PC
17536.0,636,660,PC,PC
17536.0,1170,1672,MP*1,MP*1
17536.0,832,834,PSI*,PSI*
17537.0,1649,1651,MP*1,MP*1
17537.0,868,869,PSI*,PSI*
17537.0,600,613,PC,PC
17537.0,683,698,PC,PC
17537.0,636,660,PC,PC
17537.0,660,681,PC,PC
17537.0,1613,1672,MP*1,MP*1
17538.0,868,869,PSI*,PSI*
17538.0,683,698,PC,PC
17538.0,636,660,PC,PC
17538.0,660,681,PC,PC
17538.0,832,834,PSI*,PSI*
17539.0,636,660,PC,PC
17539.0,683,698,PC,PC
17539.0,1649,1651,MP*1,MP*1
17539.0,660,681,PC,PC
17539.0,832,834,PSI*,PSI*
17540.0,636,660,PC,PC
17540.0,683,698,PC,PC
17540.0,1649,1651,MP*1,MP*1
17541.0,1649,1651,MP*1,MP*1
17541.0,868,869,PSI*,PSI*
17541.0,1181,1622,MP*1,MP*1
17541.0,683,698,PC,PC
17541.0,636,660,PC,PC
17541.0,660,681,PC,PC
17542.0,1181,1622,MP*1,MP*1
17542.0,636,660,PC,PC
17542.0,1649,1651,MP*1,MP*1
17542.0,683,698,PC,PC
17543.0,1181,1622,MP*1,MP*1
17543.0,636,660,PC,PC
17543.0,683,698,PC,PC
17543.0,1649,1651,MP*1,MP*1
17543.0,888,890,PC*,PC*
17544.0,1181,1622,MP*1,MP*1
17544.0,683,698,PC,PC
17544.0,636,660,PC,PC
17544.0,860,873,PSI*,PSI*
17545.0,636,660,PC,PC
17545.0,683,698,PC,PC
17545.0,831,869,PSI*,PSI*
17546.0,1667,1856,MP*1,MP*1
17546.0,683,698,PC,PC
17546.0,660,681,PC,PC
17546.0,888,890,PC*,PC*
17546.0,832,834,PSI*,PSI*
17547.0,1667,1856,MP*1,MP*1
17547.0,683,698,PC,PC
17547.0,888,890,PC*,PC*
17547.0,832,834,PSI*,PSI*
17548.0,609,661,PC,PC
17548.0,683,698,PC,PC
17548.0,660,681,PC,PC
17548.0,888,890,PC*,PC*
17549.0,1108,1601,MP*1,MP*1
17549.0,609,661,PC,PC
17549.0,683,698,PC,PC
17549.0,660,681,PC,PC
17550.0,609,661,PC,PC
17550.0,1667,1856,MP*1,MP*1
17550.0,888,890,PC*,PC*
17550.0,683,698,PC,PC
17550.0,660,681,PC,PC
17550.0,1190,1686,MP*1,MP*1
17550.0,1170,1672,MP*1,MP*1
17551.0,609,661,PC,PC
17551.0,860,863,PSI*,PSI*
17551.0,683,698,PC,PC
17551.0,1190,1686,MP*1,MP*1
17552.0,860,863,PSI*,PSI*
17552.0,600,613,PC,PC
17552.0,888,890,PC*,PC*
17552.0,1181,1622,MP*1,MP*1
17552.0,683,698,PC,PC
17552.0,636,660,PC,PC
17552.0,660,681,PC,PC
17552.0,1190,1686,MP*1,MP*1
17552.0,832,834,PSI*,PSI*
17553.0,600,613,PC,PC
17553.0,1181,1622,MP*1,MP*1
17553.0,683,698,PC,PC
17553.0,636,660,PC,PC
17553.0,660,681,PC,PC
17553.0,832,834,PSI*,PSI*
17554.0,1181,1622,MP*1,MP*1
17554.0,860,863,PSI*,PSI*
17554.0,683,698,PC,PC
17554.0,832,834,PSI*,PSI*
17555.0,860,863,PSI*,PSI*
17555.0,600,613,PC,PC
17555.0,1181,1622,MP*1,MP*1
17555.0,683,698,PC,PC
17555.0,660,681,PC,PC
17555.0,1190,1686,MP*1,MP*1
17555.0,832,834,PSI*,PSI*
17556.0,1667,1856,MP*1,MP*1
17556.0,600,613,PC,PC
17556.0,1181,1622,MP*1,MP*1
17556.0,683,698,PC,PC
17556.0,660,681,PC,PC
17556.0,1190,1686,MP*1,MP*1
17556.0,832,834,PSI*,PSI*
17557.0,1667,1856,MP*1,MP*1
17557.0,831,869,PSI*,PSI*
17557.0,888,890,PC*,PC*
17557.0,1181,1622,MP*1,MP*1
17557.0,683,698,PC,PC
17557.0,1190,1686,MP*1,MP*1
17557.0,832,834,PSI*,PSI*
17558.0,860,863,PSI*,PSI*
17558.0,1667,1856,MP*1,MP*1
17558.0,831,869,PSI*,PSI*
17558.0,888,890,PC*,PC*
17558.0,1181,1622,MP*1,MP*1
17558.0,683,698,PC,PC
17558.0,1190,1686,MP*1,MP*1
17558.0,832,834,PSI*,PSI*
17559.0,1181,1622,MP*1,MP*1
17559.0,860,863,PSI*,PSI*
17559.0,660,681,PC,PC
17559.0,683,698,PC,PC
17559.0,1190,1686,MP*1,MP*1
17560.0,860,863,PSI*,PSI*
17560.0,888,890,PC*,PC*
17560.0,1181,1622,MP*1,MP*1
17560.0,683,698,PC,PC
17560.0,867,873,PSI*,PSI*
17560.0,1190,1686,MP*1,MP*1
17561.0,1181,1622,MP*1,MP*1
17561.0,683,698,PC,PC
17561.0,636,660,PC,PC
17561.0,867,873,PSI*,PSI*
17561.0,1190,1686,MP*1,MP*1
17562.0,1667,1856,MP*1,MP*1
17562.0,1181,1622,MP*1,MP*1
17562.0,683,698,PC,PC
17562.0,636,660,PC,PC
17562.0,867,873,PSI*,PSI*
17563.0,1649,1651,MP*1,MP*1
17563.0,1667,1856,MP*1,MP*1
17563.0,867,873,PSI*,PSI*
17563.0,1181,1622,MP*1,MP*1
17563.0,683,698,PC,PC
17563.0,636,660,PC,PC
17564.0,860,863,PSI*,PSI*
17564.0,867,873,PSI*,PSI*
17564.0,1181,1622,MP*1,MP*1
17564.0,683,698,PC,PC
17564.0,636,660,PC,PC
17565.0,860,863,PSI*,PSI*
17565.0,888,890,PC*,PC*
17565.0,1181,1622,MP*1,MP*1
17565.0,683,698,PC,PC
17565.0,867,873,PSI*,PSI*
17565.0,660,681,PC,PC
17566.0,860,863,PSI*,PSI*
17566.0,1181,1622,MP*1,MP*1
17566.0,683,698,PC,PC
17566.0,867,873,PSI*,PSI*
17566.0,832,834,PSI*,PSI*
17567.0,860,863,PSI*,PSI*
17567.0,1649,1651,MP*1,MP*1
17567.0,1667,1856,MP*1,MP*1
17567.0,1181,1622,MP*1,MP*1
17567.0,683,698,PC,PC
17567.0,867,873,PSI*,PSI*
17567.0,660,681,PC,PC
17568.0,1667,1856,MP*1,MP*1
17568.0,888,890,PC*,PC*
17568.0,1181,1622,MP*1,MP*1
17568.0,683,698,PC,PC
17568.0,867,873,PSI*,PSI*
17568.0,660,681,PC,PC
17569.0,860,863,PSI*,PSI*
17569.0,888,890,PC*,PC*
17569.0,1181,1622,MP*1,MP*1
17569.0,683,698,PC,PC
17569.0,867,873,PSI*,PSI*
17569.0,660,681,PC,PC
17570.0,1181,1622,MP*1,MP*1
17570.0,683,698,PC,PC
17570.0,1649,1651,MP*1,MP*1
17570.0,867,873,PSI*,PSI*
17570.0,1190,1686,MP*1,MP*1
17571.0,1181,1622,MP*1,MP*1
17571.0,683,698,PC,PC
17571.0,636,660,PC,PC
17572.0,1181,1622,MP*1,MP*1
17572.0,636,660,PC,PC
17572.0,860,863,PSI*,PSI*
17572.0,1649,1651,MP*1,MP*1
17572.0,683,698,PC,PC
17573.0,1181,1622,MP*1,MP*1
17573.0,636,660,PC,PC
17573.0,683,698,PC,PC
17573.0,1649,1651,MP*1,MP*1
17573.0,867,873,PSI*,PSI*
17574.0,838,841,PSI*,PSI*
17574.0,1649,1651,MP*1,MP*1
17574.0,831,869,PSI*,PSI*
17574.0,860,863,PSI*,PSI*
17574.0,1181,1622,MP*1,MP*1
17574.0,683,698,PC,PC
17574.0,636,660,PC,PC
17575.0,838,841,PSI*,PSI*
17575.0,867,873,PSI*,PSI*
17575.0,682,690,PC,PC
17575.0,1181,1622,MP*1,MP*1
17575.0,683,698,PC,PC
17575.0,636,660,PC,PC
17575.0,1613,1672,MP*1,MP*1
17576.0,1181,1622,MP*1,MP*1
17576.0,683,698,PC,PC
17576.0,636,660,PC,PC
17577.0,1667,1856,MP*1,MP*1
17577.0,867,873,PSI*,PSI*
17577.0,1181,1622,MP*1,MP*1
17577.0,683,698,PC,PC
17577.0,636,660,PC,PC
17577.0,660,681,PC,PC
17578.0,1667,1856,MP*1,MP*1
17578.0,831,869,PSI*,PSI*
17578.0,682,690,PC,PC
17578.0,1181,1622,MP*1,MP*1
17578.0,683,698,PC,PC
17578.0,867,873,PSI*,PSI*
17578.0,660,681,PC,PC
17578.0,1613,1672,MP*1,MP*1
17579.0,1667,1856,MP*1,MP*1
17579.0,1181,1622,MP*1,MP*1
17579.0,683,698,PC,PC
17579.0,867,873,PSI*,PSI*
17579.0,660,681,PC,PC
17579.0,1613,1672,MP*1,MP*1
17580.0,1649,1651,MP*1,MP*1
17580.0,1667,1856,MP*1,MP*1
17580.0,831,869,PSI*,PSI*
17580.0,682,690,PC,PC
17580.0,1181,1622,MP*1,MP*1
17580.0,683,698,PC,PC
17580.0,867,873,PSI*,PSI*
17580.0,660,681,PC,PC
17580.0,1613,1672,MP*1,MP*1
17581.0,1649,1651,MP*1,MP*1
17581.0,1667,1856,MP*1,MP*1
17581.0,1181,1622,MP*1,MP*1
17581.0,683,698,PC,PC
17581.0,867,873,PSI*,PSI*
17581.0,660,681,PC,PC
17581.0,832,834,PSI*,PSI*
17582.0,860,863,PSI*,PSI*
17582.0,1649,1651,MP*1,MP*1
17582.0,1667,1856,MP*1,MP*1
17582.0,600,613,PC,PC
17582.0,1181,1622,MP*1,MP*1
17582.0,683,698,PC,PC
17582.0,867,873,PSI*,PSI*
17582.0,660,681,PC,PC
17582.0,1613,1672,MP*1,MP*1
17582.0,1190,1686,MP*1,MP*1
17583.0,860,863,PSI*,PSI*
17583.0,1667,1856,MP*1,MP*1
17583.0,636,660,PC,PC
17583.0,1181,1622,MP*1,MP*1
17583.0,683,698,PC,PC
17583.0,867,873,PSI*,PSI*
17583.0,660,681,PC,PC
17583.0,1613,1672,MP*1,MP*1
17584.0,1667,1856,MP*1,MP*1
17584.0,1181,1622,MP*1,MP*1
17584.0,683,698,PC,PC
17584.0,867,873,PSI*,PSI*
17584.0,660,681,PC,PC
17584.0,1613,1672,MP*1,MP*1
17584.0,832,834,PSI*,PSI*
17585.0,1667,1856,MP*1,MP*1
17585.0,831,869,PSI*,PSI*
17585.0,1181,1622,MP*1,MP*1
17585.0,683,698,PC,PC
17585.0,867,873,PSI*,PSI*
17585.0,660,681,PC,PC
17585.0,1613,1672,MP*1,MP*1
17585.0,832,834,PSI*,PSI*
17586.0,1649,1651,MP*1,MP*1
17586.0,1667,1856,MP*1,MP*1
17586.0,1181,1622,MP*1,MP*1
17586.0,683,698,PC,PC
17586.0,867,873,PSI*,PSI*
17586.0,660,681,PC,PC
17586.0,832,834,PSI*,PSI*
17587.0,1649,1651,MP*1,MP*1
17587.0,1667,1856,MP*1,MP*1
17587.0,831,869,PSI*,PSI*
17587.0,867,873,PSI*,PSI*
17587.0,1181,1622,MP*1,MP*1
17587.0,683,698,PC,PC
17587.0,636,660,PC,PC
17588.0,1649,1651,MP*1,MP*1
17588.0,1667,1856,MP*1,MP*1
17588.0,1181,1622,MP*1,MP*1
17588.0,683,698,PC,PC
17588.0,867,873,PSI*,PSI*
17588.0,1613,1672,MP*1,MP*1
17589.0,1667,1856,MP*1,MP*1
17589.0,1181,1622,MP*1,MP*1
17589.0,683,698,PC,PC
17590.0,683,698,PC,PC
17590.0,636,660,PC,PC
17590.0,867,873,PSI*,PSI*
17591.0,1170,1672,MP*1,MP*1
17591.0,683,698,PC,PC
17591.0,867,873,PSI*,PSI*
17591.0,832,834,PSI*,PSI*
17591.0,1613,1672,MP*1,MP*1
17592.0,682,690,PC,PC
17592.0,683,698,PC,PC
17592.0,867,873,PSI*,PSI*
17592.0,832,834,PSI*,PSI*
17593.0,636,660,PC,PC
17593.0,860,863,PSI*,PSI*
17593.0,867,873,PSI*,PSI*
17593.0,660,681,PC,PC
17593.0,683,698,PC,PC
17594.0,831,869,PSI*,PSI*
17594.0,867,873,PSI*,PSI*
17594.0,683,698,PC,PC
17594.0,636,660,PC,PC
17594.0,660,681,PC,PC
17594.0,1170,1672,MP*1,MP*1
17595.0,683,698,PC,PC
17595.0,867,873,PSI*,PSI*
17595.0,660,681,PC,PC
17596.0,683,698,PC,PC
17596.0,636,660,PC,PC
17597.0,683,698,PC,PC
17597.0,636,660,PC,PC
17597.0,682,690,PC,PC
17597.0,607,681,PC,PC
17598.0,683,698,PC,PC
17598.0,636,660,PC,PC
17599.0,683,698,PC,PC
17599.0,636,660,PC,PC
17599.0,1164,1657,MP*1,MP*1
17599.0,607,681,PC,PC
17600.0,683,698,PC,PC
17600.0,636,660,PC,PC
17600.0,867,873,PSI*,PSI*
17600.0,832,834,PSI*,PSI*
17601.0,683,698,PC,PC
17601.0,636,660,PC,PC
17601.0,867,873,PSI*,PSI*
17602.0,1667,1856,MP*1,MP*1
17602.0,831,869,PSI*,PSI*
17602.0,683,698,PC,PC
17602.0,867,873,PSI*,PSI*
17603.0,1667,1856,MP*1,MP*1
17603.0,600,613,PC,PC
17603.0,683,698,PC,PC
17603.0,831,869,PSI*,PSI*
17603.0,867,873,PSI*,PSI*
17604.0,683,698,PC,PC
17604.0,867,873,PSI*,PSI*
17605.0,1170,1672,MP*1,MP*1
17605.0,683,698,PC,PC
17605.0,867,873,PSI*,PSI*
17605.0,832,834,PSI*,PSI*
17606.0,683,698,PC,PC
17606.0,831,869,PSI*,PSI*
17606.0,867,873,PSI*,PSI*
17606.0,832,834,PSI*,PSI*
17607.0,1181,1622,MP*1,MP*1
17607.0,683,698,PC,PC
17607.0,831,869,PSI*,PSI*
17607.0,867,873,PSI*,PSI*
17607.0,807,889,PC*,PC*
17608.0,609,661,PC,PC
17608.0,683,698,PC,PC
17608.0,867,873,PSI*,PSI*
17608.0,682,690,PC,PC
17608.0,1170,1672,MP*1,MP*1
17609.0,682,690,PC,PC
17609.0,683,698,PC,PC
17609.0,867,873,PSI*,PSI*
17609.0,1613,1672,MP*1,MP*1
17609.0,1170,1672,MP*1,MP*1
17609.0,832,834,PSI*,PSI*
17610.0,682,690,PC,PC
17610.0,683,698,PC,PC
17610.0,867,873,PSI*,PSI*
17610.0,660,681,PC,PC
17610.0,1190,1686,MP*1,MP*1
17610.0,1170,1672,MP*1,MP*1
17610.0,832,834,PSI*,PSI*
17611.0,1667,1856,MP*1,MP*1
17611.0,683,698,PC,PC
17611.0,867,873,PSI*,PSI*
17611.0,682,690,PC,PC
17612.0,636,660,PC,PC
17612.0,683,698,PC,PC
17612.0,867,873,PSI*,PSI*
